ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZKB 2.1501771589716294 1.4346836342768312 0.0 8.25
ZKH 2.4122452262260494 0.8980204147462337 0.0 8.478666666666667
ZMG 1.781604903691087 1.0249208505584984 0.0 18.3175
ZGW 2.244109058458023 1.283050534965707 0.0 8.694285714285714
ZKW 3.4865895645017626 1.8832202234767814 0.0 16.34
ZDM 1.7489651848371575 0.8647588963197844 0.0 6.739999999999999
ZDN 1.5112933970086164 0.6942473912761475 0.0 4.99
ZPH 1.863597680633744 1.4151828577360275 0.0 9.466666666666667
ZJN 3.668588753362036 1.585052818843682 0.0 14.702857142857143
ZAB 1.6814554616792143 0.7889658414745722 0.0 7.018461538461538
ZJM 3.1993212467136356 1.403174740029318 0.0 13.602
ZKB 2.1501771589716294 1.4346836342768312 0.0 8.25
ZKH 2.4122452262260494 0.8980204147462337 0.0 8.478666666666667
ZMG 1.781604903691087 1.0249208505584984 0.0 18.3175
ZGW 2.244109058458023 1.283050534965707 0.0 8.694285714285714
ZKW 3.4865895645017626 1.8832202234767814 0.0 16.34
ZDM 1.7489651848371575 0.8647588963197844 0.0 6.739999999999999
YAC 2.242652605716395 0.9207968881752646 0.6759999999999999 5.9557142857142855
YAG 3.1149195250190704 1.413253320538625 0.7442105263157895 11.145
YAK 2.1548001447573957 0.9259879468557332 0.0 8.74
YDG 1.8204776103455027 0.7342567855442826 0.5473333333333333 7.742
YDR 1.3366756961214308 0.8787541069606077 0.06480000000000001 4.9948148148148155
YFR 2.6633831200967113 1.6967664794900983 0.19764705882352943 20.2825
YFS 1.3529255851730266 0.9340025365915543 0.11888888888888889 8.89111111111111
YHS 1.197019797525531 0.5342959726523586 0.18512820512820513 5.18
YIS 1.8313266818199143 1.0417819234692627 0.14780487804878048 5.688000000000001
YLS 2.2267569471722637 1.2605778555183844 0.0 20.988
YMD 2.800485058621288 1.2737224348582514 0.955 12.04
YRK 2.983134588964289 1.263446063549567 0.0 10.732307692307693
YRP 3.181945701411541 1.1812644616818542 0.0 14.150588235294117
YSD 1.7395905861844574 0.7632348573620708 0.14943396226415095 5.004
YSL 2.88641923512385 0.840666344036832 1.31625 6.081818181818182
YTL 2.307976882023843 1.3045262529049269 0.0 8.504000000000001
