YAC 0.3569864502608244 0.11841406787139692 0.0 0.68
YAC 0.3569864502608244 0.11841406787139692 0.0 0.68
YAG 0.26190583286611185 0.12197840119782914 0.0 0.7368421052631579
YAK 0.40801195174440386 0.18944640882977853 0.0 1.0
YDG 0.4333464783202401 0.12807280368296264 0.07692307692307693 0.8333333333333334
YDR 0.5733081585873215 0.19421431838759476 0.0 0.9666666666666667
YFR 0.3559991593890614 0.17739219367680048 0.0 1.0
YFS 0.5429998006626185 0.1765555501122324 0.058823529411764705 0.9473684210526315
YHS 0.5789269295618541 0.12196073838228198 0.2 0.9230769230769231
YIS 0.4817450549377708 0.20702638728457284 0.11764705882352941 0.9545454545454546
YLS 0.41921210827987293 0.1574773101460224 0.0 1.0
YMD 0.266962855893084 0.1194124138281287 0.0 0.75
YRK 0.2659871231133409 0.1634091852936784 0.0 1.0
YRP 0.29026023002174234 0.11909378203713074 0.0 1.0
YSD 0.42995723744367254 0.18840692422076494 0.0 0.9245283018867925
YSL 0.20447465983691746 0.11467840918434692 0.0 0.6363636363636364
YTL 0.41901726909140785 0.25828894389323315 0.0 1.0
YAC 0.3569864502608244 0.11841406787139692 0.0 0.68
YAG 0.26190583286611185 0.12197840119782914 0.0 0.7368421052631579
YAK 0.40801195174440386 0.18944640882977853 0.0 1.0
YDG 0.4333464783202401 0.12807280368296264 0.07692307692307693 0.8333333333333334
YDR 0.5733081585873215 0.19421431838759476 0.0 0.9666666666666667
YFR 0.3559991593890614 0.17739219367680048 0.0 1.0
YFS 0.5429998006626185 0.1765555501122324 0.058823529411764705 0.9473684210526315
YHS 0.5789269295618541 0.12196073838228198 0.2 0.9230769230769231
YIS 0.4817450549377708 0.20702638728457284 0.11764705882352941 0.9545454545454546
YLS 0.41921210827987293 0.1574773101460224 0.0 1.0
YMD 0.266962855893084 0.1194124138281287 0.0 0.75
YRK 0.2659871231133409 0.1634091852936784 0.0 1.0
YRP 0.29026023002174234 0.11909378203713074 0.0 1.0
YSD 0.42995723744367254 0.18840692422076494 0.0 0.9245283018867925
YSL 0.20447465983691746 0.11467840918434692 0.0 0.6363636363636364
YTL 0.41901726909140785 0.25828894389323315 0.0 1.0
