ZDN 19.254683570023786 3.481549231024404 0.0 37.875
ZPH 17.16730105613714 6.055945430448435 0.0 33.857142857142854
ZJN 19.85522250950878 3.9678803001119896 0.0 51.25
ZAB 19.634065899970466 5.291499414171986 0.0 85.8
ZJM 14.619680556399642 2.3688329680838924 0.0 26.6
ZKB 15.20025908091605 3.2585932795334647 0.0 38.642857142857146
ZKH 17.61165356955729 3.915900399033224 0.0 69.55555555555556
ZMG 19.723591140395722 5.305470295530196 0.0 79.55555555555556
ZGW 26.163109389266292 155.94311686577387 0.0 4095.0
ZKW 15.570940799902937 6.343914556948932 0.0 102.375
ZDM 18.82622005045788 5.883145933199881 0.0 78.8
ZDN 19.254683570023786 3.481549231024404 0.0 37.875
ZPH 17.16730105613714 6.055945430448435 0.0 33.857142857142854
ZJN 19.85522250950878 3.9678803001119896 0.0 51.25
ZAB 19.634065899970466 5.291499414171986 0.0 85.8
ZJM 14.619680556399642 2.3688329680838924 0.0 26.6
ZKB 15.20025908091605 3.2585932795334647 0.0 38.642857142857146
ZKH 17.61165356955729 3.915900399033224 0.0 69.55555555555556
ZMG 19.723591140395722 5.305470295530196 0.0 79.55555555555556
ZGW 26.163109389266292 155.94311686577387 0.0 4095.0
ZKW 15.570940799902937 6.343914556948932 0.0 102.375
ZDM 18.82622005045788 5.883145933199881 0.0 78.8
YAC 15.689638463537179 12.230391069182952 0.0 113.45454545454545
YAG 26.460866739373188 7.437785776575355 12.0 71.2439024390244
YAK 24.568344876083508 9.180861514601235 0.0 90.0
YDG 25.822100137947157 4.359458399652568 15.333333333333334 47.5
YDR 22.83087699747641 4.990082385697654 10.0 49.666666666666664
YFR 15.667113928699518 8.545924838719035 0.0 83.70491803278688
YFS 26.956328360049902 17.22408957862221 13.5 314.1666666666667
YHS 21.62252712445666 2.878848954358206 13.285714285714286 35.57142857142857
YIS 18.36234618229151 2.5542956859300863 13.0 36.30508474576271
YLS 17.334484834673784 10.859408126329013 0.0 128.23076923076923
YMD 23.938918075229235 7.572140206661262 12.0 183.375
YRK 37.625333627983025 158.43535924876696 0.0 3001.0
YRP 26.957787306474096 5.613657211563897 0.0 82.02857142857142
YSD 18.873668700442735 3.098560926178492 12.625 38.4
YSL 16.94595533043593 2.7529561800420206 11.0 31.428571428571427
YTL 22.070508780158168 4.025009632730198 0.0 48.416666666666664
