YAC 2.1983597701146156 0.39441531748151437 1.3027017086457748 3.439715159436067
YAG 1.5297997081196397 0.18879192491270905 1.0399709331731384 2.206503577530384
YAK 1.813360527780119 0.4606545975582897 1.1819740744450917 3.485866783313381
YDG 3.3307472088582077 0.260992599324103 1.045394316315651 4.188598711043596
YDR 1.9565432822690718 0.205764053060395 1.4004235806373448 3.9413757688150954
YFR 1.5828237433344314 0.21984622806512252 0.8931465744972229 2.4732575664917626
YFS 2.325553822309752 0.3649278848416461 0.9650073945522308 3.9413693598829784
YHS 1.7559641799800185 0.12178381970938815 1.407033827299109 2.2529701626358123
YIS 3.217169268836851 0.30214459702080604 2.258289717997496 4.595125455409288
YLS 3.411210724982962 0.452063036978543 1.5606795847415924 4.882310481025622
YMD 2.0449103967362894 0.3112348380144182 1.3737260003387928 3.2265474226544884
YRK 1.7421984390290925 0.15502023616470134 1.2813741609454155 2.464914035014432
YRP 2.885548543165127 0.2624063970891578 2.2119938149475136 4.840723655095287
YSD 3.174387689514952 0.2447636946538098 2.338961510704114 4.0471264980733395
YSL 2.251641075061641 0.23646621014028674 1.673046778457669 3.0682515504841623
YTL 1.9754507990199501 0.15436374055800253 0.8107313579983182 2.5510850901213975
