ZDN 460.012729844413 113.8899248060233 0.0 1054.0
ZPH 449.5035360678925 185.47203718816155 0.0 2590.0
ZJN 681.0438472418671 213.35103532115875 0.0 1183.0
ZAB 731.5077793493635 315.8861286317763 0.0 1487.0
ZJM 571.1471004243282 164.18214736325282 0.0 1438.0
ZKB 432.9009900990099 124.01968104356831 0.0 982.0
ZKH 681.7369165487977 298.0471210632389 0.0 2297.0
ZMG 546.001414427157 151.15030408555717 0.0 1174.0
ZGW 541.3734087694484 247.67451784422713 0.0 1598.0
ZKW 717.8656294200848 584.7406420258199 0.0 3270.0
ZDM 532.6265912305516 154.5392358508869 0.0 1337.0
